pathway_id,from_stop_id,to_stop_id,pathway_mode,is_bidirectional,traversal_time,signposted_as,reversed_signposted_as,bikes_prohibited
U1000P1,U1000K2B5,U1000K1B1,1,1,,,,0
U78P1,U78K1B3,U78K2B3,1,1,,,,0
U78P29,U78K2B4,U78K1B2,1,1,,,,0
U675P1,U675K2B1,U675K1B5,1,1,,,,0
U675P33,U675K2B5,U675K1B1,1,1,,,,0
U115P1,U115K1B1,U115K2B5,1,1,,,,0
U115P13,U115K1B5,U115K2B1,1,1,,,,0
U100P10,U100K2B1,U100K1B5,1,1,,,,0
U1071P9,U1071K1B1,U1071K2B5,1,1,,,,0
U713P1,U713K2B5,U713K1B1,1,1,,,,0
U921P1,U921K2B2,U921K1B4,1,1,,,,0
U118P17,U118K2B2,U118K1B4,1,1,,,,0
U209P1,U209K2B4,U209K1B2,1,1,,,,0
U476P10,U476K2B2,U476K1B4,1,1,,,,0
U286P2,U286K1B5,U286K2B1,1,1,,,,0
U286P4,U286K1B1,U286K2B5,1,1,,,,0
U106P2,U106K1B1,U106K2B5,1,1,,,,0
U52P1,U52K1B5,U52K2B1,1,1,,,,0
U601P7,U601K1B5,U601K2B1,1,1,,,,0
U228P1,U228K1B5,U228K2B1,1,1,,,,0
U50P33,U50K2B5,U50K1B1,1,1,,,,0
U50P34,U50K2B1,U50K1B5,1,1,,,,0
U385P10,U385K2B4,U385K1B2,1,1,,,,0
U385P11,U385K1B5,U385K2B1,1,1,,,,0
U597P1,U597K1B5,U597K2B1,1,1,,,,0
U190P3,U190K2B5,U190K1B1,1,1,,,,0
U190P21,U190K2B2,U190K1B4,1,1,,,,0
U480P13,U480K1B5,U480K2B1,1,1,,,,0
U480P30,U480K1B1,U480K2B5,1,1,,,,0
U539P1,U539K1B4,U539K2B2,1,1,,,,0
U539P18,U539K1B1,U539K2B5,1,1,,,,0
U1040P14,U1040K1B4,U1040K2B2,1,1,,,,0
U458P41,U458K2B3,U458K1B3,1,1,,,,0
U957P1,U957K1B4,U957K2B2,1,1,,,,0
U685P1,U685K1B5,U685K2B1,1,1,,,,0
U602P1,U602K1B1,U602K2B5,1,1,,,,0
U602P18,U602K1B5,U602K2B1,1,1,,,,0
U1154P10,U1154K1B1,U1154K2B5,1,1,,,,0
U258P1,U258K1B5,U258K2B1,1,1,,,,0
U1007P1,U1007K1B5,U1007K2B1,1,1,,,,0
U1140P1,U1140K2B3,U1140K1B3,1,1,,,,0
U1141P1,U1141K1B1,U1141K2B5,1,1,,,,0
U462P28,U462K2B1,U462K1B5,1,1,,,,0
U157P1,U157K2B1,U157K1B5,1,1,,,,0
U157P29,U157K2B5,U157K1B1,1,1,,,,0
U321P38,U321K2B1,U321K1B5,1,1,,,,0
U321P39,U321K2B5,U321K1B1,1,1,,,,0
U163P1,U163K2B4,U163K1B2,1,1,,,,0
U360P1,U360K2B3,U360K1B3,1,1,,,,0
U703P1,U703K2B2,U703K1B4,1,1,,,,0
U689P70,U689K02B3,U689K01B3,1,1,,,,0
U689P71,U689K21B2,U689K22B4,1,1,,,,0
U689P72,U689K21B4,U689K22B2,1,1,,,,0
U1072P118,U1072N82,U1072N97,1,1,,,,0
U1072P119,U1072N96,U1072N94,1,1,,,,0
U1072P121,U1072N74,U1072N75,1,1,,,"E9 - E17 Václavské nám., Vodičkova",0
U1072P123,U1072N73,U1072N78,1,1,,"Přestup B, Transfer B",,0
U1072P109,U1072N86,U1072N92,4,0,20,,,0
U1072P107,U1072N95,U1072N93,4,0,20,,,0
U1072K01P3,U1072K01B2,U1072K01B4,1,1,,,,0
U1072K01P1,U1072K01B1,U1072K01B2,1,1,,,,0
U1072K01P4,U1072K01B4,U1072K01B5,1,1,,,,0
U1072K02P2,U1072K02B2,U1072K02B4,1,1,,,,0
U1072K02P4,U1072K02B4,U1072K02B5,1,1,,,,0
U1072K02P1,U1072K02B1,U1072K02B2,1,1,,,,0
U1072P156,U1072N93,U1072N97,1,0,,,,0
U1072P155,U1072K02B2,U1072N86,1,0,,"Přestup B, Transfer B",,0
U1072P160,U1072K01B2,U1072N95,1,0,,"Přestup B, Transfer B",,0
U1072P161,U1072K02B4,U1072N95,1,0,,"Přestup B, Transfer B",,0
U1072P154,U1072K01B4,U1072N86,1,0,,"Přestup B, Transfer B",,0
U1072P158,U1072N92,U1072N94,1,0,,,,0
U1072P159,U1072N85,U1072N94,1,1,,,,0
U1072P157,U1072N96,U1072N97,1,1,,,,0
U1072P163,U1072K02B2,U1072K01B4,1,0,,,,0
U1072P164,U1072K02B4,U1072K01B2,1,0,,,,0
U228P13,U228N3,U228S1E4,1,1,,,,0
